0,1,2,3,4,5,6,7,8,9,10
frozen dessert,detergent,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
pork,dessert,,,,,,,,,
chicken,UHT-milk,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
beef,pastry,,,,,,,,,
chicken,onions,white bread,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
semi-finished bread,dish cleaner,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
butter,soda,,,,,,,,,
citrus fruit,whole milk,pastry,other vegetables,,,,,,,
shopping bags,soda,,,,,,,,,
meat,ice cream,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
root vegetables,pastry,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
beef,napkins,,,,,,,,,
onions,frozen vegetables,curd,,,,,,,,
bottled water,hygiene articles,,,,,,,,,
pastry,napkins,,,,,,,,,
bottled water,onions,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
processed cheese,canned vegetables,,,,,,,,,
other vegetables,long life bakery product,pastry,,,,,,,,
frozen vegetables,chicken,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
whole milk,newspapers,,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
sausage,cream cheese ,,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
pork,bottled water,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
semi-finished bread,shopping bags,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
pork,mayonnaise,,,,,,,,,
soda,shopping bags,,,,,,,,,
berries,rolls/buns,,,,,,,,,
meat,citrus fruit,,,,,,,,,
soda,frozen fish,,,,,,,,,
beef,cream cheese ,,,,,,,,,
pork,mayonnaise,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,meat,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
oil,chewing gum,,,,,,,,,
whole milk,detergent,,,,,,,,,
yogurt,pet care,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
sausage,finished products,,,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
soda,other vegetables,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
meat,rolls/buns,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
whole milk,pastry,,,,,,,,,
ice cream,napkins,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
pork,white wine,,,,,,,,,
yogurt,butter,,,,,,,,,
whole milk,newspapers,,,,,,,,,
yogurt,onions,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
dessert,whole milk,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
ham,UHT-milk,,,,,,,,,
tropical fruit,pasta,napkins,,,,,,,,
sugar,bottled water,,,,,,,,,
rum,coffee,sliced cheese,,,,,,,,
root vegetables,pastry,,,,,,,,,
curd,other vegetables,,,,,,,,,
pork,other vegetables,cream cheese ,,,,,,,,
citrus fruit,flour,,,,,,,,,
bottled water,margarine,,,,,,,,,
sausage,soda,curd,house keeping products,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
whole milk,instant coffee,,,,,,,,,
pork,dental care,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
dessert,butter,,,,,,,,,
turkey,seasonal products,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
ice cream,citrus fruit,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,oil,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
brown bread,liquor,,,,,,,,,
UHT-milk,sugar,,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
meat,pip fruit,,,,,,,,,
beef,soda,coffee,,,,,,,,
specialty cheese,butter,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
beef,chocolate,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
pork,rolls/buns,,,,,,,,,
canned beer,onions,,,,,,,,,
beef,coffee,,,,,,,,,
specialty cheese,brown bread,,,,,,,,,
citrus fruit,whole milk,bottled water,,,,,,,,
soda,shopping bags,,,,,,,,,
butter milk,napkins,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
white bread,brown bread,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
yogurt,brown bread,,,,,,,,,
sausage,hard cheese,bottled beer,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
root vegetables,margarine,,,,,,,,,
frankfurter,salty snack,dental care,,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
waffles,pip fruit,whole milk,beef,yogurt,,,,,,
pork,bottled water,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
dishes,bottled water,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
whole milk,soda,tea,,,,,,,,
coffee,butter milk,,,,,,,,,
pork,shopping bags,,,,,,,,,
bottled water,whole milk,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
other vegetables,shopping bags,specialty bar,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
brown bread,processed cheese,,,,,,,,,
other vegetables,domestic eggs,soap,pastry,,,,,,,
rolls/buns,whole milk,other vegetables,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
root vegetables,processed cheese,,,,,,,,,
oil,ready soups,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
butter,specialty bar,,,,,,,,,
butter,whole milk,,,,,,,,,
onions,soda,,,,,,,,,
long life bakery product,brown bread,,,,,,,,,
newspapers,pastry,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
hygiene articles,potato products,,,,,,,,,
whipped/sour cream,instant coffee,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
rolls/buns,cream cheese ,brown bread,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
whole milk,cat food,,,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
misc. beverages,tropical fruit,yogurt,specialty chocolate,,,,,,,
curd,cream cheese ,,,,,,,,,
butter,candy,,,,,,,,,
chocolate marshmallow,bottled water,,,,,,,,,
whole milk,soda,shopping bags,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
curd,domestic eggs,,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
soda,liquor (appetizer),,,,,,,,,
cat food,butter,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
curd,zwieback,,,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
soda,curd,,,,,,,,,
ham,yogurt,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
pasta,soda,,,,,,,,,
waffles,yogurt,,,,,,,,,
canned beer,pork,processed cheese,root vegetables,snack products,sugar,,,,,
beef,yogurt,,,,,,,,,
onions,yogurt,white bread,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,
beverages,bottled water,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pork,chewing gum,canned fish,,,,,,,,
chocolate,frozen fish,,,,,,,,,
pastry,liquor,,,,,,,,,
beverages,beverages,sugar,pasta,domestic eggs,,,,,,
sausage,UHT-milk,,,,,,,,,
beef,other vegetables,,,,,,,,,
white bread,hard cheese,,,,,,,,,
shopping bags,cream cheese ,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
bottled water,Instant food products,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
potato products,waffles,newspapers,,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
bottled water,dessert,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
chicken,house keeping products,,,,,,,,,
other vegetables,cat food,bottled water,,,,,,,,
pork,sliced cheese,flour,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
meat,long life bakery product,yogurt,napkins,,,,,,,
chicken,soda,canned fish,,,,,,,,
sausage,other vegetables,,,,,,,,,
rolls/buns,misc. beverages,ice cream,tropical fruit,shopping bags,coffee,popcorn,hygiene articles,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
tropical fruit,soda,,,,,,,,,
sliced cheese,bottled water,,,,,,,,,
frozen meals,cake bar,,,,,,,,,
hamburger meat,baking powder,dessert,,,,,,,,
curd,whole milk,pet care,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
root vegetables,pastry,candles,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
yogurt,whole milk,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
berries,pastry,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
brown bread,shopping bags,soda,,,,,,,,
pastry,soft cheese,,,,,,,,,
sliced cheese,domestic eggs,,,,,,,,,
pork,soda,,,,,,,,,
dessert,chocolate,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,brown bread,,,,,,,,,
soda,red/blush wine,,,,,,,,,
chocolate,yogurt,,,,,,,,,
mustard,flour,,,,,,,,,
other vegetables,napkins,,,,,,,,,
other vegetables,berries,,,,,,,,,
tropical fruit,berries,,,,,,,,,
beef,sweet spreads,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
pip fruit,liver loaf,root vegetables,rolls/buns,mayonnaise,curd,root vegetables,hard cheese,chocolate,,
curd,specialty bar,,,,,,,,,
sugar,UHT-milk,margarine,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
berries,pastry,shopping bags,,,,,,,,
whole milk,meat spreads,,,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
chicken,bottled water,,,,,,,,,
specialty chocolate,root vegetables,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
pip fruit,hamburger meat,brown bread,cream cheese ,curd,,,,,,
bottled water,dishes,,,,,,,,,
bottled water,frozen fish,,,,,,,,,
sausage,whole milk,long life bakery product,UHT-milk,flour,chocolate,,,,,
chicken,canned beer,,,,,,,,,
pastry,hard cheese,,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
curd,tropical fruit,,,,,,,,,
grapes,whipped/sour cream,dishes,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
male cosmetics,baking powder,,,,,,,,,
chewing gum,soda,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
beverages,bottled water,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
brown bread,bottled water,,,,,,,,,
whole milk,flour,berries,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
canned beer,bottled beer,chocolate,,,,,,,,
soda,root vegetables,,,,,,,,,
dessert,shopping bags,,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,fruit/vegetable juice,bottled water,soda,,,,,,,
bottled beer,ham,other vegetables,pork,whole milk,oil,brown bread,,,,
chicken,coffee,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
other vegetables,cat food,,,,,,,,,
frankfurter,long life bakery product,sugar,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
ice cream,yogurt,oil,,,,,,,,
butter,oil,,,,,,,,,
tropical fruit,hamburger meat,tea,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
canned beer,finished products,beverages,dishes,,,,,,,
curd,butter,,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
soda,whole milk,,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
frozen vegetables,rice,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
onions,citrus fruit,white bread,dessert,shopping bags,,,,,,
root vegetables,tropical fruit,,,,,,,,,
soda,dishes,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
frozen potato products,soda,,,,,,,,,
rolls/buns,berries,meat spreads,,,,,,,,
finished products,newspapers,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
specialty chocolate,pasta,soda,long life bakery product,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
butter milk,pip fruit,,,,,,,,,
liquor,brandy,,,,,,,,,
pot plants,frozen dessert,,,,,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
turkey,whole milk,,,,,,,,,
rolls/buns,curd,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
other vegetables,napkins,,,,,,,,,
pip fruit,rolls/buns,whole milk,pastry,,,,,,,
cleaner,misc. beverages,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
whole milk,frankfurter,domestic eggs,flour,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
other vegetables,canned fish,,,,,,,,,
rolls/buns,bottled beer,misc. beverages,salt,,,,,,,
hamburger meat,chocolate,processed cheese,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
finished products,other vegetables,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
frozen meals,cream cheese ,,,,,,,,,
zwieback,white bread,,,,,,,,,
ham,tropical fruit,soda,,,,,,,,
candy,pastry,napkins,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
hard cheese,sugar,,,,,,,,,
salty snack,chocolate,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
tropical fruit,newspapers,bottled water,,,,,,,,
chicken,salty snack,,,,,,,,,
ice cream,specialty chocolate,semi-finished bread,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
other vegetables,frozen dessert,chewing gum,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
coffee,white bread,,,,,,,,,
salt,margarine,,,,,,,,,
margarine,misc. beverages,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
beef,house keeping products,,,,,,,,,
photo/film,soda,,,,,,,,,
canned beer,butter,,,,,,,,,
cat food,rolls/buns,,,,,,,,,
onions,frozen dessert,,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
frozen meals,tidbits,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream,,,
butter milk,oil,,,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
canned fruit,whipped/sour cream,,,,,,,,,
sausage,sugar,,,,,,,,,
salty snack,brown bread,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,specialty chocolate,,,,,,,,,
pastry,syrup,,,,,,,,,
yogurt,yogurt,,,,,,,,,
frankfurter,curd,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
frankfurter,citrus fruit,whole milk,,,,,,,,
ham,whole milk,,,,,,,,,
brandy,whole milk,whole milk,bottled water,,,,,,,
ice cream,whole milk,margarine,whole milk,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
pork,whole milk,,,,,,,,,
chicken,margarine,,,,,,,,,
finished products,curd cheese,,,,,,,,,
fish,newspapers,,,,,,,,,
sausage,soda,,,,,,,,,
soda,pastry,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pip fruit,margarine,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
pork,curd,,,,,,,,,
sweet spreads,bottled beer,,,,,,,,,
chicken,herbs,frozen meals,,,,,,,,
yogurt,yogurt,,,,,,,,,
beef,Instant food products,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
herbs,root vegetables,,,,,,,,,
canned beer,white wine,chocolate,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
tropical fruit,white bread,butter,,,,,,,,
pork,cereals,,,,,,,,,
root vegetables,coffee,napkins,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
soda,frankfurter,bottled water,chicken,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
rolls/buns,house keeping products,,,,,,,,,
tropical fruit,long life bakery product,napkins,,,,,,,,
zwieback,salty snack,,,,,,,,,
photo/film,cat food,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
canned beer,brown bread,,,,,,,,,
herbs,sugar,,,,,,,,,
canned beer,pork,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
whole milk,canned beer,,,,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
pastry,whole milk,,,,,,,,,
whole milk,grapes,,,,,,,,,
brown bread,salt,,,,,,,,,
curd,whole milk,,,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
rolls/buns,shopping bags,,,,,,,,,
shopping bags,salty snack,house keeping products,,,,,,,,
soda,whisky,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
soda,semi-finished bread,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
root vegetables,meat,,,,,,,,,
ham,canned beer,,,,,,,,,
sausage,grapes,,,,,,,,,
zwieback,yogurt,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
beef,butter milk,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
soda,other vegetables,,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
semi-finished bread,nuts/prunes,butter,ice cream,,,,,,,
hamburger meat,newspapers,,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
sausage,long life bakery product,,,,,,,,,
rolls/buns,yogurt,newspapers,,,,,,,,
other vegetables,pastry,,,,,,,,,
beef,herbs,,,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
sugar,fruit/vegetable juice,margarine,,,,,,,,
whipped/sour cream,tropical fruit,specialty chocolate,flour,,,,,,,
pip fruit,candy,,,,,,,,,
bottled beer,soda,,,,,,,,,
ice cream,canned beer,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
ham,pork,soda,,,,,,,,
specialty bar,shopping bags,pasta,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
butter,bottled water,,,,,,,,,
sausage,tropical fruit,rolls/buns,,,,,,,,
sausage,bottled beer,,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
root vegetables,beef,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
chicken,whole milk,,,,,,,,,
salty snack,whole milk,,,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
berries,tropical fruit,,,,,,,,,
sausage,herbs,,,,,,,,,
other vegetables,tea,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
root vegetables,ice cream,rolls/buns,,,,,,,,
meat,chocolate,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
chicken,pastry,candles,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
yogurt,pastry,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
sausage,frozen potato products,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
sausage,detergent,,,,,,,,,
pip fruit,onions,,,,,,,,,
beef,napkins,,,,,,,,,
specialty chocolate,soda,chocolate,,,,,,,,
sausage,canned beer,,,,,,,,,
specialty cheese,butter milk,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
pastry,bottled water,,,,,,,,,
chocolate,dessert,,,,,,,,,
whole milk,white bread,,,,,,,,,
pip fruit,sausage,pip fruit,shopping bags,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
canned beer,coffee,,,,,,,,,
beef,brown bread,,,,,,,,,
sausage,curd,margarine,,,,,,,,
meat,ham,male cosmetics,,,,,,,,
whole milk,butter,,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions,,
rolls/buns,root vegetables,root vegetables,pastry,cake bar,canned fish,,,,,
dental care,soda,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
pork,frozen meals,,,,,,,,,
beverages,tropical fruit,rolls/buns,curd cheese,,,,,,,
chewing gum,newspapers,newspapers,,,,,,,,
canned fish,cling film/bags,,,,,,,,,
sausage,soda,,,,,,,,,
pip fruit,chocolate,brown bread,,,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
brown bread,canned beer,,,,,,,,,
sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour,,
bottled water,shopping bags,,,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
other vegetables,whole milk,bottled beer,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
butter,berries,cereals,,,,,,,,
butter,yogurt,,,,,,,,,
